Index,PubID,Result,Links
1,31815570,yes,https://pubmed.ncbi.nlm.nih.gov/31815570
2,32491818,yes,https://pubmed.ncbi.nlm.nih.gov/32491818
3,37288564,yes,https://pubmed.ncbi.nlm.nih.gov/37288564
4,37352324,no,https://pubmed.ncbi.nlm.nih.gov/37352324
5,35360934,no,https://pubmed.ncbi.nlm.nih.gov/35360934
6,32246444,maybe,https://pubmed.ncbi.nlm.nih.gov/32246444
7,37487850,yes,https://pubmed.ncbi.nlm.nih.gov/37487850
8,35048207,no,https://pubmed.ncbi.nlm.nih.gov/35048207
9,34671860,no,https://pubmed.ncbi.nlm.nih.gov/34671860
10,32140370,yes,https://pubmed.ncbi.nlm.nih.gov/32140370
11,37040853,no,https://pubmed.ncbi.nlm.nih.gov/37040853
12,34902394,no,https://pubmed.ncbi.nlm.nih.gov/34902394
13,35286661,maybe,https://pubmed.ncbi.nlm.nih.gov/35286661
14,30823956,yes,https://pubmed.ncbi.nlm.nih.gov/30823956
15,32408860,yes,https://pubmed.ncbi.nlm.nih.gov/32408860
16,35810843,no,https://pubmed.ncbi.nlm.nih.gov/35810843
17,33931231,yes,https://pubmed.ncbi.nlm.nih.gov/33931231
18,36004105,no,https://pubmed.ncbi.nlm.nih.gov/36004105
19,32871111,no,https://pubmed.ncbi.nlm.nih.gov/32871111
20,31598429,no,https://pubmed.ncbi.nlm.nih.gov/31598429
